time,value,n
2018-12-01,98.32780487804874,1025
2019-01-01,54.14829268292683,1025
2019-02-01,52.51902439024389,1025
2019-03-01,60.499512195122,1025
2019-04-01,66.49365853658544,1025
2019-05-01,60.177560975609765,1025
2019-06-01,58.71512195121955,1025
2019-07-01,70.83707317073166,1025
2019-08-01,80.95707317073173,1025
2019-09-01,66.41951219512195,1025
2019-10-01,72.80585365853659,1025
2019-11-01,72.2956097560975,1025
2019-12-01,86.70536585365853,1025
2020-01-01,54.59707317073168,1025
2020-02-01,55.90048780487805,1025
2020-03-01,42.72878048780491,1025
2020-04-01,53.38439024390247,1025
2020-05-01,44.128780487804846,1025
2020-06-01,52.07707317073176,1025
2020-07-01,58.86439024390244,1025
2020-08-01,56.429268292682934,1025
2020-09-01,51.1336585365853,1025
